Generation,evals,avg,std,min,max,best_one,fitness_best_one
111,86,[  22.79       2782.70980864],[ 0.40730824 57.92602011],[  22.         2731.82017734],[  23.         2902.02985166],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
112,84,[  22.75       2788.51433029],[ 0.4330127  62.65286039],[  22.         2731.04903671],[  23.         2939.25466222],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
113,74,[  22.65       2801.46365625],[ 0.4769696  68.52389633],[  22.         2731.04903671],[  23.         2939.25466222],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
114,88,[  22.51       2818.77530436],[ 0.49989999 72.18192154],[  22.         2731.04903671],[  23.         2939.25466222],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
115,78,[  22.38       2834.21860171],[ 0.48538644 71.57349932],[  22.         2727.54344305],[  23.         2939.25466222],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
116,80,[  22.21       2851.87735739],[ 0.40730824 63.51266536],[  22.         2727.54344305],[  23.         2902.02985166],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
117,86,[  22.25       2839.86646899],[ 0.4330127  65.23864133],[  22.         2724.26388916],[  23.         2902.02985166],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
118,82,[  22.32       2822.69586956],[ 0.46647615 63.67445868],[  22.         2724.26388916],[  23.         2902.02985166],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
119,82,[  22.44       2799.83937632],[ 0.49638695 58.87131725],[  22.         2724.26388916],[  23.         2876.56685672],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
120,80,[  22.51       2785.11075638],[ 0.49989999 53.42558386],[  22.         2724.26388916],[  23.         2873.35418385],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.878558702645)"
121,82,[  22.48       2783.53076389],[ 0.49959984 50.16415205],[  22.         2724.26388916],[  23.         2846.34033204],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
122,82,[  22.42       2788.83428164],[ 0.49355851 49.50367211],[  22.         2724.26388916],[  23.        2833.4016962],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
123,82,[  22.33      2797.6884053],[ 0.47021272 47.96661409],[  22.         2718.26294528],[  23.         2854.15512775],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
124,78,[  22.15       2815.22181238],[ 0.35707142 38.22591163],[  22.         2718.26294528],[  23.         2854.15512775],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
125,86,[  22.08       2821.98988709],[ 0.2712932  30.01682636],[  22.         2718.26294528],[  23.        2830.8785587],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
126,78,[  22.09       2820.85608579],[ 0.28618176 31.6803465 ],[  22.         2718.26294528],[  23.        2830.8785587],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
127,86,[  22.09       2820.85125873],[ 0.28618176 31.67885578],[  22.         2718.26294528],[  23.        2830.8785587],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
128,84,[  22.12       2817.45685882],[ 0.32496154 36.04066266],[  22.         2718.26294528],[  23.        2830.8785587],"[51, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 37, 39, 75, 98, 93, 79, 31, 70, 1, 90, 30, 96, 95, 67, 76, 52, 69, 53, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 5, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2830.3958533267696)"
129,80,[  22.18       2812.53330328],[ 0.40938979 40.39381192],[  22.         2718.26294528],[  24.        2830.8785587],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
130,72,[  22.24       2804.16078988],[ 0.42708313 46.53084858],[  22.         2716.19400978],[  23.        2830.8785587],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
131,76,[  22.32       2795.14285792],[ 0.46647615 50.69215227],[  22.         2716.19400978],[  23.         2830.81444126],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
132,80,[  22.19       2808.40537314],[ 0.3923009  43.78388214],[  22.         2716.19400978],[  23.         2830.81444126],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
133,84,[  22.26       2800.19026686],[ 0.43863424 48.84391195],[  22.         2716.19400978],[  23.         2830.39585333],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
134,80,[  22.34       2790.97642076],[ 0.47370877 52.59213871],[  22.         2716.19400978],[  23.         2830.39585333],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
135,84,[  22.4        2783.82597267],[ 0.48989795 54.03746323],[  22.         2716.19400978],[  23.         2830.39585333],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
136,86,[  22.53       2769.79377796],[ 0.49909919 54.16118518],[  22.         2716.19400978],[  23.         2830.39585333],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
137,78,[  22.66       2753.31305982],[ 0.47370877 48.62033751],[  22.         2716.19400978],[  23.         2828.18992696],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
138,76,[  22.81       2736.31256456],[ 0.3923009  38.07019483],[  22.         2716.19400978],[  23.         2824.46579581],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
139,78,[  22.82       2734.63056701],[ 0.38418745 36.80622658],[  22.         2716.19400978],[  23.        2821.9932593],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
140,76,[  22.76       2740.19809894],[ 0.42708313 41.34285261],[  22.         2716.19400978],[  23.        2821.9932593],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
141,78,[  22.71       2744.34214077],[ 0.45376205 43.69326493],[  22.         2716.19400978],[  23.        2821.9932593],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 8, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 27, 73, 13]","(22.0, 2810.0765363309274)"
142,82,[  22.85       2730.43434357],[ 0.35707142 33.38845993],[  22.         2716.19400978],[  23.         2810.07653633],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 27, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 8, 73, 13]","(22.0, 2807.5540379550703)"
143,74,[  22.97       2719.02887483],[ 0.17058722 15.8665279 ],[  22.         2716.19400978],[  23.         2810.07653633],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 27, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 8, 73, 13]","(22.0, 2807.5540379550703)"
144,76,[  22.98       2718.02121035],[ 0.14       12.79040394],[  22.         2716.19400978],[  23.         2807.55403796],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 27, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 8, 73, 13]","(22.0, 2807.5540379550703)"
145,78,[  22.98       2718.02121035],[ 0.14       12.79040394],[  22.         2716.19400978],[  23.         2807.55403796],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 27, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 8, 73, 13]","(22.0, 2807.5540379550703)"
146,88,[  22.96       2719.74862633],[ 0.19595918 17.95067095],[  22.         2706.21555136],[  23.         2807.55403796],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 27, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 8, 73, 13]","(22.0, 2807.5540379550703)"
147,78,[  22.94       2721.74704251],[ 0.23748684 22.99599506],[  22.         2706.21555136],[  23.         2834.65405835],"[37, 16, 85, 58, 46, 87, 12, 35, 63, 7, 25, 24, 65, 50, 99, 68, 55, 92, 44, 17, 88, 49, 47, 81, 34, 9, 33, 83, 51, 67, 75, 98, 93, 79, 5, 70, 1, 90, 30, 96, 53, 39, 76, 52, 69, 95, 27, 89, 18, 86, 62, 59, 43, 26, 28, 54, 29, 78, 66, 20, 21, 4, 22, 3, 80, 19, 6, 14, 38, 56, 74, 94, 41, 100, 45, 36, 15, 42, 84, 32, 31, 97, 57, 82, 10, 91, 61, 48, 60, 71, 77, 23, 72, 2, 40, 11, 64, 8, 73, 13]","(22.0, 2807.5540379550703)"
