Generation,evals,avg,std,min,max,best_one,fitness_best_one
111,88,[  22.71       2838.81423227],[  0.94122261 109.81282173],[  22.         2690.04606738],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 92, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 17, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2911.1200818398943)"
112,78,[  22.86       2820.50093172],[  0.96974223 112.57694467],[  22.         2690.04606738],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 92, 84, 99, 21, 48, 85, 98, 15, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 50, 71, 29, 12, 69, 45, 9, 90, 17, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 61, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2911.1200818398943)"
113,74,[  23.21       2778.30258567],[  0.94122261 107.47292237],[  22.         2674.25939429],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 15, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2881.059916163679)"
114,82,[  23.46       2747.89251531],[ 0.84166502 92.75682697],[  22.         2674.25939429],[  24.        2923.9877916],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 15, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2881.059916163679)"
115,74,[  23.49       2742.85246957],[ 0.83060219 89.51048623],[  22.         2674.25939429],[  24.         2911.12008184],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 15, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2881.059916163679)"
116,74,[  23.81      2707.8233173],[ 0.56026779 54.94110775],[  22.         2674.25939429],[  24.         2911.12008184],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 27, 51, 88, 94, 91, 6, 15, 22, 41, 57, 79, 44, 16, 59]","(22.0, 2881.059916163679)"
117,78,[  23.91      2696.9994363],[ 0.37669616 33.90821634],[  22.         2674.25939429],[  24.         2881.05991616],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 79, 51, 88, 94, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2861.221410934483)"
118,86,[  23.89       2697.93235616],[ 0.42178193 37.40963   ],[  22.         2674.25939429],[  24.         2881.05991616],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 79, 51, 88, 94, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2861.221410934483)"
119,88,[  23.89       2697.45875597],[ 0.42178193 37.605885  ],[  22.         2674.25939429],[  24.         2881.05991616],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 79, 51, 88, 94, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2861.221410934483)"
120,86,[  23.89       2697.14302251],[ 0.42178193 37.73285237],[  22.         2674.25939429],[  24.         2881.05991616],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 79, 51, 88, 94, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2861.221410934483)"
121,92,[  23.84     2701.203724],[ 0.48414874 43.87864615],[  22.         2674.25939429],[  24.         2884.73952957],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 79, 51, 88, 94, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2861.221410934483)"
122,86,[  23.71       2712.24008301],[ 0.6212085  59.53980029],[  22.         2625.60712292],[  24.        2905.3176842],"[89, 68, 46, 52, 35, 64, 49, 11, 54, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 21, 48, 85, 98, 61, 3, 81, 66, 100, 19, 36, 7, 60, 96, 2, 9, 71, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 97, 37, 79, 51, 88, 94, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2861.221410934483)"
123,84,[  23.66       2714.75915443],[ 0.6514599  62.69154328],[  22.         2625.60712292],[  24.         2903.64699949],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
124,76,[  23.47       2728.85716174],[ 0.7675285  74.25380365],[  22.         2625.60712292],[  24.         2903.64699949],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
125,82,[  23.31       2740.09899053],[ 0.82091412 82.45059079],[  22.         2625.60712292],[  24.         2903.64699949],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
126,74,[  23.38       2728.02925094],[ 0.79724526 76.25089747],[  22.         2625.60712292],[  24.         2881.05991616],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
127,88,[  23.5        2714.65943921],[ 0.76811457 71.3203932 ],[  22.         2625.60712292],[  24.         2881.05991616],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
128,80,[  23.45      2715.4729493],[ 0.76648549 69.05799894],[  22.         2625.60712292],[  24.         2881.05991616],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
129,90,[  23.38       2719.79591324],[ 0.78460181 70.76179484],[  22.         2625.60712292],[  24.         2881.05991616],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
130,80,[  23.58       2702.16830972],[ 0.73729234 65.1712108 ],[  22.         2625.60712292],[  24.         2861.22141093],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
131,74,[  23.31       2722.76033248],[ 0.84492603 84.46668738],[  22.        2604.8396637],[  24.         2953.72162539],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
132,82,[  23.12       2737.46206945],[ 0.86348133 94.1347694 ],[  22.        2604.8396637],[  24.         2953.72162539],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2837.4900076939634)"
133,76,[  22.9        2749.57328552],[ 0.84261498 96.00131996],[  22.        2604.8396637],[  24.         2945.72878445],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 71, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 88, 34, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 21, 79, 51, 3, 37, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2832.592694528376)"
134,84,[  23.05       2726.50920432],[ 0.84113019 92.57656977],[  22.        2604.8396637],[  24.         2860.86496284],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 71, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 88, 34, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 21, 79, 51, 3, 37, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2832.592694528376)"
135,80,[  23.02       2721.47667799],[ 0.82437855 92.12176258],[  22.        2604.8396637],[  24.         2860.86496284],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 71, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 88, 34, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 21, 79, 51, 3, 37, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2832.592694528376)"
136,88,[  23.01       2720.18659355],[ 0.84255564 94.95289551],[  22.        2604.8396637],[  24.         2860.54732042],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 71, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 88, 34, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 21, 79, 51, 3, 37, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2832.592694528376)"
137,92,[  23.04       2716.98599592],[  0.90465463 101.90289178],[  22.        2604.8396637],[  24.         2858.44120901],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 71, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 88, 34, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 21, 79, 51, 3, 37, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2832.592694528376)"
138,78,[  22.85      2733.0365442],[  0.87607077 102.29977804],[  22.        2604.8396637],[  24.         2845.07770093],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 71, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 88, 34, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 21, 79, 51, 3, 37, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2832.592694528376)"
139,86,[  22.8        2739.10811966],[  0.92736185 109.27684337],[  22.         2597.95167548],[  24.         2839.05592764],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 71, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 88, 34, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 21, 79, 51, 3, 37, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2832.592694528376)"
140,80,[  23.07       2705.66994282],[  0.93010752 108.14231685],[  22.         2597.95167548],[  24.         2837.49000769],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 6, 91, 21, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2829.144551597473)"
141,86,[  23.13       2695.14864293],[  0.92363413 108.55267923],[  22.         2586.48468205],[  24.         2837.49000769],"[89, 68, 7, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 40, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 6, 91, 21, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2829.144551597473)"
142,70,[  23.44       2653.25971688],[ 0.79145436 87.94961859],[  22.         2586.48468205],[  24.         2835.96949068],"[89, 68, 40, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 7, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2826.5826849627924)"
143,86,[  23.42       2651.93251087],[ 0.78968348 88.05601281],[  22.         2586.48468205],[  24.         2833.00402376],"[89, 68, 40, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 7, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2826.5826849627924)"
144,84,[  23.52       2643.06436717],[ 0.76785415 84.93970098],[  22.         2586.48468205],[  24.         2832.59269453],"[89, 68, 40, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 7, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2826.5826849627924)"
145,86,[  23.34       2659.68454822],[ 0.83928541 97.77258229],[  22.         2586.48468205],[  24.         2900.09251735],"[89, 68, 40, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 58, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 7, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 88, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2826.5826849627924)"
146,76,[  23.17       2667.20767914],[  0.83731714 101.50999752],[  22.         2586.48468205],[  24.         2832.59269453],"[89, 68, 40, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 88, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 7, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 58, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2823.0772577087837)"
147,68,[  22.9        2679.92676765],[  0.75498344 107.84571783],[  22.         2586.48468205],[  24.         2832.59269453],"[89, 68, 40, 52, 35, 64, 49, 11, 96, 1, 30, 31, 83, 24, 13, 65, 63, 70, 8, 23, 75, 93, 55, 25, 5, 86, 88, 77, 4, 34, 62, 39, 53, 47, 82, 18, 76, 7, 20, 32, 10, 78, 74, 80, 67, 56, 87, 17, 84, 99, 97, 48, 85, 98, 61, 3, 71, 66, 100, 19, 36, 46, 60, 94, 2, 9, 81, 29, 12, 69, 45, 50, 90, 92, 72, 42, 26, 73, 38, 43, 14, 33, 28, 95, 54, 37, 79, 51, 58, 21, 91, 6, 15, 22, 41, 57, 27, 44, 16, 59]","(22.0, 2823.0772577087837)"
